id	gloss	lemma_id
13382	remaining	40840
13383	to shine back, shine out, blaze, shine, glow	40843
13384	to grow bright again, clear	40844
13385	to struggle against, resist, make opposition	40846
13386	to stay behind, be left, remain	40856
13387	a staying behind, remaining, stay, continuance	40858
13388	that which restores health, a cure, remedy, antidote, medicine	40870
13389	P. of remetior	40874
13390	to go back, turn back, return	40875
13391	to measure again	40877
13392	a rower, oarsman	40878
13393	a rowing	40880
13394	an oar-plying, rowing	40881
13395	to ply the oar, row	40882
13396	to journey back, go back, return	40883
13397	to recall to mind, recollect, remember	40886
13398	to mingle again, mix up, intermingle	40888
13399	gently, mildly, laxly	40891
13400	a sending back, sending away, releasing, returning	40892
13401	slack, loose, relaxed, languid	40895
13402	to let go back, send back, despatch back, drive back, cause to return	40896
13403	P. of remisceo	40897
13404	to press back, push away	40899
13346	to rule, reign	40754
13405	to become soft again, grow soft, soften, melt	40901
13406	to make soft again, soften, weaken	40902
13407	a delay, hinderance	40905
13408	to bite again, strike back, attack in return	40911
13409	to hold back, stay, detain, obstruct, hinder, delay, defer	40913
13410	at a distance, afar off	40915
13411	a putting away, removal	40916
13412	removed, far off, distant, remote, retired	40917
13413	to move back, take away, set aside, put off, drive away, withdraw, remove	40918
13414	to bellow back, low in answer	40919
13415	to stroke back, fold back, curve	40920
13416	a tow-rope	40921
13417	a recompense, reward, remuneration	40923
13418	to repay, reward, recompense, remunerate	40926
13419	to murmur back, remurmur	40929
13420	an oar	40931
13421	to tell over again, recount, relate	40935
13422	to be born again, grow again	40937
13423	to sail back	40938
13424	to unspin, undo, unravel	40940
13425	the kidneys, reins	40941
13426	to shine again, shine back, glitter, glisten, be bright, be resplendent	40945
13427	to strive against, withstand, resist	40951
13428	a deer-skin, garment, fur-cloak	40953
13429	to bind back, tie behind in a knot	40956
13430	a renewal, transformation	40957
13431	a renewing, renewal	40958
13432	to renew, restore	40961
13433	to pay back, repay	40963
13434	a report, proclamation, announcement	40965
13435	calculate; believe, think	40972
13436	to reckon, calculate, believe, think, suppose, imagine, judge, deem	40973
13437	a barrier, bolts, bars	40974
13438	bent backwards, turned up	40977
13439	that may be repaired, to be restored, retrievable, reparable	40979
13440	to get again, acquire anew, recover, retrieve, restore, repair, renew	40984
13441	a digging up again	40987
13442	to drive back, thrust back, drive away, reject, repulse, repel	40996
13443	to weigh back, return by weight	40997
13444	P. of repo	40998
13445	sudden, hasty, unexpected, unlooked for	40999
13446	P. of rependo	41003
13447	suddenly, unexpectedly, on a sudden	41004
13448	suddenly, unexpectedly	41006
13449	sudden, hasty, unlooked for, unexpected, impetuous	41007
13450	a reverberation, echo	41012
13451	to strike back, drive back; only late in act	41013
13452	to find again, find, meet with, find out, discover	41014
13453	a discoverer, inventor, deviser, author	41019
13454	P. of reperio	41022
13455	finding, discovery, invention	41023
13456	a repetition	41025
13457	one that demands back, a reclaimer	41026
13458	to fall upon again, attack anew, strike again	41028
13459	see repeto	41029
13460	combed anew, just combed	41030
13461	to fill again, refill, fill up	41035
13462	filled, full	41037
13463	a folding back, reflex movement	41039
13464	to fold back, bend back, unroll, open	41040
13465	to creep, crawl	41044
13466	to put back, set back, replace, restore	41048
13467	to bear back, bring again, carry back	41050
13468	to demand back, ask again	41051
13469	P. of repono; see also repostus	41054
13470	a restorer	41057
13471	remote, distant	41058
13472	an after-drinking, festival on the day after a wedding	41059
13473	perf. of reperio	41060
13474	a cash payment, payment in advance	41061
13475	to make present, set in view, show, exhibit, display, manifest, represent, depict	41063
13476	to hold back, hold fast, take hold of, seize, catch	41065
13477	a taking again, resumption	41067
13478	to check continually	41068
13479	a blamer, censurer, reprehender	41069
13480	a restrainer, limiter	41070
13481	to press back, keep back, check, curb, restrain, hem in	41071
13482	a counterpromise	41077
13483	to promise in return	41079
13484	to creep, crawl	41086
13485	a rejection, refusal, disdaining	41091
13486	to cast off, put away, reject	41094
13487	a putting away, dissolution of marriage, divorce	41096
13488	to become a boy again, renew childhood, frolic childishly	41097
13489	inconsistent, contradictory	41098
13490	unwillingly, rebelliously	41099
13491	a contradiction, contrariety, incompatibility, repugnance	41100
13492	to fight back, oppose, make resistance, resist, struggle, defend oneself	41103
13493	a rejection, denial, refusal, repulse	41107
13494	a reverberation, echo	41114
13495	to goad in turn	41116
13496	to clean anew, cleanse off, clear again	41118
13497	a thinking over, considering	41120
13498	to count over, reckon, calculate, compute	41122
13499	rest after toil, rest, repose, relaxation, respite, intermission, recreation	41125
13500	to rest, take rest, repose	41126
13501	rested, refreshed	41129
13502	to seek again, look after, search for	41131
13503	thing; matter; situation; property	41135
13504	to release from a curse	41136
13505	to rage again, be stirred anew	41137
13506	to greet in return	41139
13507	to grow sound again, heal again	41140
13508	to patch up, mend, repair, restore	41142
13509	to cut off, cut loose, cut down, tear open	41144
13510	to learn, find out, ascertain, bring to light	41145
13511	P. of rescindo	41149
13512	to write back, write in return, reply in writing	41151
13513	an imperial rescript	41153
13514	to cut loose, cut off	41157
13515	(P. of resequor)	41161
13516	to sow again, produce again, reproduce	41166
13518	to sow or plant again	41170
13519	to unlock, unclose, open	41171
13520	to keep back, save up, reserve	41173
13521	that stays behind, remaining, left	41174
13522	to sit back, remain sitting, remain behind, be left, stay, remain, rest, linger, tarry, abide, reside	41177
13523	to sit down, settle	41178
13524	left behind, over and above, remaining, residuary	41180
13525	to unseal, open	41183
13526	to leap back, spring back	41185
13527	turned up, snub	41186
13528	covered with resin	41190
13529	to have a flavor of, smack of	41193
13530	to recover the senses, come to, revive, recover	41195
13531	enduring, firm	41196
13532	to stand back, remain standing, stand still, halt, stop, stay, stay behind, remain, continue	41198
13533	to untie, unfasten, unbind, loose, loosen, release, open	41206
13534	resounding	41207
13535	to sound again, resound, ring, re-echo	41210
13536	resounding, re-echoing	41211
13537	to suck back, swallow again	41213
13538	to look back, look round, gaze about	41217
13539	a looking back, looking about	41219
13540	to sprinkle over, besprinkle, bestrew	41220
13541	a sprinkling over, besprinkling	41221
13542	P. of respergo	41222
13543	to look back, look behind, look about, see behind, look back upon, gaze at, look for	41223
13544	the windpipe	41226
13545	a breathing out, breathing, respiration	41228
13546	an inhalation, inspiration	41229
13547	to blow back, breathe back, breathe out, exhale	41230
13548	to shine back, glitter, be resplendent	41232
13549	to respond, answer	41233
13550	an answer, reply, refutation	41234
13551	to give professional advice, answer professionally	41235
13552	to return, answer, re-echo	41237
13553	an answer, reply, response	41240
13554	P. of respondeo	41241
13555	to spit back, discharge by spitting, cast out, cast off, eject, expel	41243
13556	to run over, overflow	41245
13557	to restore, repair	41248
13558	a cord, line	41253
13559	a quenching	41255
13560	to put out, quench, extinguish	41256
13561	a counterengagement, counter-obligation	41258
13562	to stipulate in return, exact a reciprocal promise	41260
13563	a rope, cord	41261
13564	to stay behind, loiter, tarry, hold back, resist	41262
13565	to set up again, replace, restore, reconstruct, rebuild, revive, renew, reform, rearrange	41264
13566	a restoration, reinstatement, pardon	41265
13567	a restorer, rebuilder	41266
13568	P. of restituo	41269
13569	to withstand, resist, oppose, stand firm, hold out, not yield	41270
13570	closely, sparingly	41271
13571	bound fast, close, niggardly, stingy	41274
13572	to bind back, bind fast, tighten	41275
13573	to sweat, exude (of the ground)	41280
13574	to spring back, rebound	41285
13575	to take up again, take back, resume	41287
13576	to bend back, turn back	41292
13577	bent back, thrown back, lying on the back, facing upward, supine	41293
13578	to rise again, appear again, lift onself	41294
13579	to revive, renew	41298
13580	a delaying, retarding	41303
13581	to keep back, hinder, delay, detain, impede, retard	41304
13582	a net	41306
13583	P. of retego	41307
13584	to uncover, bare, open	41308
13585	to try anew, attempt again, reattempt	41309
13586	to release from tension, unbend, slacken, relax	41310
13587	a keeping back, holding back, holding in	41313
13588	to hold back firmly, keep back, hold fast	41314
13589	P. of retendo and of retineo	41317
13590	to unweave, unravel	41320
13591	a gladiator who used a net to entangle his adversary, net-fighter	41322
13592	a keeping silent, silence, reticence	41324
13593	to be silent, keep silence	41325
13594	a little net, network bag, reticule	41327
13595	a holdfast, band, tether, halter, halser, rope, cable	41329
13596	holding fast, tenacious, observant	41332
13597	to hold back, keep back, keep, detain, retain, restrain	41334
13598	to ring again, resound	41336
13599	to thunder back, resound	41339
13600	to twist back, turn back, throw back	41341
13601	parched, dried up, withered	41343
13602	P. of retorqueo	41344
13603	a refusal, objection	41346
13604	revised, corrected	41347
13605	to handle again, take in hand again, undertake anew	41349
13606	drawn back, withdrawn, remote, distant	41350
13607	to draw back, withdraw, call back	41352
13608	to give back, return, restore, repay	41354
13609	Of motion, backward, back, to the rear	41359
13610	to go back, retire, recede	41361
13611	back, backward, behind	41373
13612	turned back	41375
13613	concealed, hidden, deep	41378
13614	to beat back, blunt, dull	41381
13615	blunted, blunt, dull	41384
13616	concerned in a thing, party to an action	41389
13617	to grow well again, recover	41390
13618	to carry back, bring back, convey back	41393
13619	to pluck away, pull away, tear out, tear off	41397
13620	to unveil, uncover, lay bare	41398
13621	to come back, return	41401
13622	to repel, cause to rebound	41404
13623	inspiring awe, venerable, reverend	41405
13624	respectful, reverent	41406
13625	respectfully	41407
13626	timidity, respect, regard, fear, awe, reverence	41408
13627	to stand in awe of, regard, respect, honor, fear, be afraid of, reverence, revere	41409
13628	a turning about, turning back	41413
13629	P. of revertor	41415
13630	to turn back, turn about; to come back, return	41417
13631	to turn back, turn about, come back, return	41418
13632	P. of revinco	41422
13633	to bind back, tie behind	41427
